text	label
Love this kids… #miriboo #naomifeather #tigeybear 🥰🥰🥰 @ Dulwich Hill 2203 https://t.co/jqWF0PhzhWStill crazy after all these years #azza #dezza 💝💝 @ Dulwich Hill 2203 https://t.co/8SABAahrpRLearning about fractions #bakingmaths #homeschoolingthings #damper #oldbread @lauren_alexia @bellajanedee 🍞♾… https://t.co/0emrkLUDkuHappiness squared #miriboo #naomitoo 👩🏻‍🦰👧🏽👧🏻 @ Petersham Park https://t.co/u6y9zvvp6lHappiness squared #miriboo #naomitoo 👩🏻‍🦰👧🏽👧🏻 @ Petersham Park https://t.co/u6y9zvN0uVFirst picnic of the season! Here’s to many more 🥰🥰 @ Petersham Park https://t.co/TKo6sLWkxI	1
Just posted a photo @ Western Australia https://t.co/02ruv0eCN4	9
Magnificent marble statues at the historic Ballarat Botanical Gardens #ballarat #ballaratbotanicalgardens… https://t.co/CYPwWFTBgt	2
Just posted a photo @ Skye, Victoria, Australia https://t.co/d0AYISPDoUJust posted a photo @ Botanic Ridge https://t.co/CazH9T53qEJust posted a photo @ Botanic Ridge https://t.co/LWtX023Fw1Just posted a video @ Dandenong South, Victoria https://t.co/4EcwUsOlzFJust posted a photo @ Dandenong South, Victoria https://t.co/zVAjhhFN9iJust posted a photo @ Patterson River Bangholme https://t.co/2R0Tx3a3vpJust posted a photo @ Melbourne, Victoria, Australia https://t.co/ckfYaUzXfcJust posted a photo @ Botanic Ridge https://t.co/lBluFmpfQvJust posted a photo @ Frankston, Victoria https://t.co/1qbetXucroJust posted a photo @ Mount Martha, Victoria, Australia https://t.co/kLFgPywISTJust posted a photo @ Mornington, Victoria https://t.co/aGbxi3OCzeJust posted a photo @ Mornington, Victoria https://t.co/1ShLNBBDtUJust posted a photo @ Botanic Ridge https://t.co/5yEjfvynZhJust posted a photo @ Patterson River Bangholme https://t.co/TLjOFHlT3oJust posted a photo @ Blind Bight https://t.co/QJCeNlnPvwJust posted a photo @ Blind Bight https://t.co/Rnl7CjqHHlJust posted a photo @ Blind Bight https://t.co/L7nQxEM870Just posted a photo @ Blind Bight https://t.co/cbwefDK9ybJust posted a photo @ Blind Bight https://t.co/SJiTjq6Sn7Just posted a photo @ Blind Bight https://t.co/lv9c0bAs8IJust posted a photo @ Botanic Ridge https://t.co/ynHZ1d1eoAJust posted a photo @ Melbourne, Victoria, Australia https://t.co/Rkw6pLYAB4Just posted a photo @ Blind Bight https://t.co/nUhTfMPDRSJust posted a photo @ Blind Bight https://t.co/FiktH2yog3Just posted a photo @ Blind Bight https://t.co/DQVuBzBo6YJust posted a photo @ Patterson River Bangholme https://t.co/uK4fR5IeaTJust posted a photo @ Dandenong South, Victoria https://t.co/yPK4BhmbnLJust posted a photo @ Dandenong South, Victoria https://t.co/efXzNrJXSjJust posted a photo @ Botanic Ridge https://t.co/HwVugCQLvZ	3
Just posted a photo @ City of Prospect https://t.co/xtsDKwhNCDJust posted a photo @ Vine Street Plaza, Prospect https://t.co/Xd4NH22Xeg	7
A crazy term is over - all the assessments and marking is completed. Time for a G&amp;T. Looking forward to a few picni… https://t.co/tY5kpzuiBr	1
Just posted a photo @ Perth, Western Australia https://t.co/dEbNktPjMhJust posted a photo @ Samantha Wynne https://t.co/TE3ByM7h8HJust posted a photo @ Samantha Wynne https://t.co/Dj1PYdWTWKJust posted a photo @ Australia https://t.co/CO0Gffsmq5Just posted a photo @ Perth, Western Australia https://t.co/pDCCeRM8fKJust posted a photo @ Samantha Wynne https://t.co/VmGtqs1oGy	8
Happy Fathers Day to my lovely Dad 💙💙💙 @ Hampton, Victoria, Australia https://t.co/7Mv0knZ0YK#cocoloco🐶💗 in her favourite morning spot #sunbakingdog #sunbathıng #hamptonlife #dogsofinstagram… https://t.co/WdT3IQUpXgHappiness is a patch of sunshine and a nap ☀️ #cocoloco🐶💗 @ Hampton, Victoria, Australia https://t.co/DNsplOqSbr	3
Just posted a photo @ Kyabram, Victoria https://t.co/5uJSmZb5qmJust posted a photo @ Sydney, Australia https://t.co/CoDhpcnBar	2
I'm at Quıck Stop Kebab in Tullamarine, Victoria https://t.co/qlv01hmTl9I'm at Mantra Tullamarine - @mantrahotels in Tullamarine, VIC https://t.co/h5tIHIU6mcI'm at Melbourne Airport - @melair in Tullamarine, VIC https://t.co/xcNw5TXB8wI'm at Singapore Airlines SilverKris Lounge in Tullamarine, VIC, VIC https://t.co/MNSdVNY0gUI'm at Queen Victoria Market - @vicmarket in Melbourne, VIC https://t.co/VvoBkqCQAQI'm at Ovolo Laneways - @ovolo_oz in Melbourne, VIC https://t.co/BgwjfCXrxUI'm at @PerthAirport (PER) in Perth Airport, West Australia https://t.co/TCS9J0jIIM https://t.co/GMyXPZURAVI'm at @PerthAirport (PER) in Perth Airport, West Australia https://t.co/I2liSGh1RG	3
Just posted a photo @ Perth, Western Australia https://t.co/RsZMYIkY8B	8
"Just posted a video @ Bitter Suite https://t.co/xpfiaHtbH4Just posted a video @ North Lakes by Night https://t.co/Usgy4iYLQ8AND THIS CAME FROM ACROSS THE OCEAN...
From she who knows my girly heart - thank you so much Liza Haron
I LOVE THEM… https://t.co/UHmRuJSaSpJust posted a photo @ The Inchcolm by Ovolo https://t.co/b8zEnEfEd6Just posted a video @ Brisbane, Queenland, Australia https://t.co/0mXNRElOCrJust posted a photo @ Moreton Bay Region https://t.co/IXouiQls8wHAPPY WEEKEND, EVERYBODY!

Sending you a calming, peaceful vibes and all the yummy stuff 🤗❤

Big love x… https://t.co/GkiW7DQOPEJust posted a photo @ Bitter Suite https://t.co/u9bndpO845Just posted a video @ Brisbane, Queenland, Australia https://t.co/zhGGm9FcGNToday's message on morning offloadings is brought to you by Manja's favourite song:
Everybody Poops

HAPPY WEEKEND,… https://t.co/mA09XWxREK"	4
Just posted a photo @ The Flow Artists Podcast https://t.co/xuoZzKbT02	3
#firesidewhite coz a chook dinner. Cracking #huntervalley #chardonnay purity, grapefruit, lovely line.… https://t.co/Mk7WVGgpDsJust posted a photo @ Pokolbin, New South Wales https://t.co/43u8AHTk1FJust posted a photo @ Pokolbin, New South Wales https://t.co/QSK7Lo7iIo#newcastledaze #summeriscoming cracking day for a beach walk. @ Newcastle, New South Wales https://t.co/abAgVjtWnrJust posted a photo @ Pokolbin, New South Wales https://t.co/6grPtYyi9gNew additions Lois and Frank -  Magnolia grandiflora Teddy Bear flanking the orchard walk entrance. Lois was left h… https://t.co/GPpoL6lMM8Right'o, guess that's my week sorted @mistressblockvineyard Vineyard bank and Studio bank restoration, full steam a… https://t.co/KMeDohkrOXJust posted a photo @ Pokolbin, New South Wales https://t.co/dehAK7wFY8	0
Just posted a photo @ South Australia https://t.co/akjleHJIK0	7
Acaba de publicar una foto en Katoomba Falls https://t.co/o4BoFvbtGqAcaba de publicar una foto en Sydney Cenotaph https://t.co/idH59ZgFFb	1
Leased By Fresh - 158a Princes Street Riverstone. #freshpropertyagents #riverstone #granthamfarm #boxhill #gables… https://t.co/caEHIZuQEKLeased By Fresh - 158a Princes Street Riverstone. #freshpropertyagents #riverstone #granthamfarm #boxhill #gables… https://t.co/0UD1DxYYgVJust Listed For Lease - 304/178-180 Hezlett Road North Kellyville. #northkellyville #freshpropertyagents #rousehill… https://t.co/38VLDoBhU3	1
Just posted a photo @ OH JEAN Records https://t.co/QCGhyoQFBeJust posted a photo @ OH JEAN Records https://t.co/ZfwBn8BRjZJust posted a photo @ OH JEAN Records https://t.co/VniABPZ002Just posted a photo @ OH JEAN Records https://t.co/Pxe6oc8PdUJust posted a photo @ OH JEAN Records https://t.co/L18uu8NznEJust posted a photo @ OH JEAN Records https://t.co/NdhjS4qGbLJust posted a photo @ OH JEAN Records https://t.co/yxiq4bBnHUJust posted a photo @ OH JEAN Records https://t.co/TEPiqGuQUuJust posted a photo @ OH JEAN Records https://t.co/SZSnG4meLVJust posted a photo @ OH JEAN Records https://t.co/yiNRVCZgoCJust posted a photo @ OH JEAN Records https://t.co/yuvrwcOauAJust posted a photo @ OH JEAN Records https://t.co/hfC0oumEaTJust posted a photo @ OH JEAN Records https://t.co/1weLdTxPRnThis is the vibe after today's events. In brighter news, we are open for collections tomorrow and our website full.… https://t.co/YJTqyPvOEIJust posted a photo @ OH JEAN Records https://t.co/B4hQc62k4oJust posted a photo @ OH JEAN Records https://t.co/nOBI0wSkvxJust posted a photo @ OH JEAN Records https://t.co/1HJQK7qGQKJust posted a photo @ OH JEAN Records https://t.co/1tXQNMkRRCJust posted a photo @ OH JEAN Records https://t.co/rIICZJQGcoJust posted a photo @ OH JEAN Records https://t.co/pVkhHCuQSjJust posted a photo @ OH JEAN Records https://t.co/pSgdrcfUpcJust posted a photo @ OH JEAN Records https://t.co/iUoap3KaoI	3
Sydney. Centre of the bridge. Lockdown walk. #sydney @ Sydney Harbour Bridge https://t.co/6ayyTprBsSFormer colleagues from the 1980s. Just two old farts now. @ The Royal Botanic Garden, Sydney https://t.co/AsIemgbC5FQuite the sunrise over Neutral Bay this morning. Mornings are the best time of day. #sydney @ Neutral Bay, New Sout… https://t.co/y9B5fFFxMhFoggy morning on Sydney Harbour. Lone fisherman in a kayak. #sydney @ Blues Point https://t.co/GsJgDCBowuBridging the gap. #sydney #sydneyharbourbridge @ Kirribilli, Sydney Harbour https://t.co/FjWY9vKgSYSydney from Taronga Zoo. Lockdown walk. #sydney @ Taronga Zoo ferry wharf https://t.co/uOvoLeSJ2tLockdown walk. #sydney #siriuscove @ Sirius Cove Reserve https://t.co/WpIlsJ09iM	-1
"Because she’s a #mustang 🐎 and his name is #johnnycash 🔥 
#wanderlust #spirit #freedom #horse #lover #passion… https://t.co/1sinmveiqcJust posted a video @ Jordan Springs https://t.co/NPxvjvwiTY"	3
Just posted a photo @ Melbourne, Victoria, Australia https://t.co/2XPVjwnowHJust posted a photo @ Melbourne, Victoria, Australia https://t.co/ORRAi4HsgvMaking the most of our newly increased  lockdown radius upto 10km today. Windy but very enjoyable. ;-) @ Melbourne,… https://t.co/UHhYpL4OjXMaking the most of our lockdown radius increasing to 10km this afternoon. So invigorating! :-) @ Mornington, Victor… https://t.co/g1KBvMW2TC	3
Banana Hallに写真を投稿しましたhttps://t.co/lbVfecX5Py	5
Afters years of waiting and waiting and the some more waiting we have finally entered the 21st century.… https://t.co/WZ0JX3cRiQHanging at the beach for lunch. My happy place #sydneynorthernbeaches @ Warriewood Beach https://t.co/avyM2WU512No filter. Water is so beautiful today 🐋 #sydneynorthernbeaches #lunchviews @ The Headland. Mona Vale NSW https://t.co/88rRlcZ0reSpring is lighting with Banksias and Cockatoos. #wildlife #australia @ Bayview, New South Wales, Australia https://t.co/yXOnrw0B3A	1
Just posted a photo @ Gold Coast, Queensland https://t.co/96j4u6SWPfJust posted a photo @ Currumbin, Queensland, Australia https://t.co/umguDggylXJust posted a video @ Currumbin, Queensland, Australia https://t.co/hKbzqaYwU1Just posted a photo @ Currumbin, Queensland, Australia https://t.co/eEYNsVYkVAJust posted a photo @ Currumbin, Queensland, Australia https://t.co/VBdyhQnqBBJust posted a photo @ Gold Coast, Queensland https://t.co/F6AegpYZgiJust posted a photo @ Gold Coast, Queensland https://t.co/oSk2NmzTDPJust posted a video @ Hervey Bay, Queensland https://t.co/cAwBjzv87yJust posted a photo @ Hervey Bay, Queensland https://t.co/uy62gfjOk2Just posted a photo @ Hervey Bay, Queensland https://t.co/LziByr9hxvJust posted a photo @ Hervey Bay, Queensland https://t.co/HmzNllTWO4Just posted a photo @ Hervey Bay, Queensland https://t.co/zo3urdQRIAJust posted a photo @ Hervey Bay, Queensland https://t.co/oDTE0ZKxJTJust posted a photo @ Gold Coast, Queensland https://t.co/du2NVCeaKhJust posted a photo @ Hervey Bay, Queensland https://t.co/BlCHe0Si81Just posted a photo @ Gold Coast, Queensland https://t.co/U2kGKuI6RHJust posted a photo @ Gold Coast, Queensland https://t.co/nCwBskH7ugJust posted a photo @ Gold Coast, Queensland https://t.co/h65x2DOrmyJust posted a photo @ Gold Coast, Queensland https://t.co/mFhLY1Ox8AJust posted a photo @ Gold Coast, Queensland https://t.co/doCUVL4G8iJust posted a photo @ Biggera Waters https://t.co/WQiuJI9ABV	5
"Can’t nobody beat me in a Versuz, in this department
New video uuup head to that link and experience my childhood… https://t.co/ORAe55ErNw"	7
Just posted a photo @ Katoomba, New South Wales https://t.co/UTS6kuqd3EJust posted a photo @ Wentworth Falls, New South Wales https://t.co/KJZL7Y9JHi	1
Love all, trust few. Not everything is real and not everyone is true. @ Killcare, New South Wales https://t.co/EWZUef730r	1
"With the love of a good friend you never have to walk alone.💙
Please feel free to share this with someone who needs… https://t.co/FKv2nh1xS7Pretty ❤️ @ Tinbeerwah https://t.co/yOKBGivjusJust posted a photo @ Tinbeerwah https://t.co/s6TBUag2LGJust posted a photo @ Tinbeerwah https://t.co/qc5J1C5vrGHigh on the hill with a lonely goatherd….. @ Mount Tinbeerwah https://t.co/9Xa0aNQGlHThe Magic Faraway Tree 💚🌈 @ Tinbeerwah https://t.co/XMG5Ml90jwHuey says Happy Anniversary Duckies!! 👬👯‍♂️👬🌈 @ Tinbeerwah https://t.co/RYYUttY1uOHis happy spot 💙 @ Tinbeerwah https://t.co/HXZ2A7HKsgJust posted a photo @ In Noosa Magazine https://t.co/Xo5fOBNUnUHomegrown herb tea! Yummo! Parlsley, sage, oregano and thyme! I’m so pure these days 🕺🤣🪴🌈 #homegrown… https://t.co/Ms4muqVXLbJust posted a photo @ Coolum, Queensland, Australia https://t.co/3SWeDIPfsICould it be true? Night on the town number two!! Off to launch the fabulous @hellosunshinemag with the… https://t.co/6MzhLWOzcYThanks @itsjaclee I’m very flattered! @hellosunshinemag 🕺🍸 @ Tinbeerwah https://t.co/SWfPlxBqNoJust posted a photo @ Noosa, Queensland https://t.co/5sOPKVHIGGBig new garden bed with two limes trees and herbs!! For some reason we seem to consume a lot of limes!! 🍸🍸🕺🕺 @ Tinb… https://t.co/8TQPq9SyNKJust posted a photo @ In Noosa Magazine https://t.co/Znb2wiH8uZJust posted a photo @ Tinbeerwah https://t.co/vK6a0mpJRjThe Sea 💙 @ Tinbeerwah https://t.co/FX3shLDtXpThelma’s View. Though I’m sure by now Thelma Louise would be muttering “Not another bloody renovation!” She would h… https://t.co/NV5tee9mxI"	5
I'm at Standby in Mt Lawley, Western Australia https://t.co/ZdLJVfueY5I'm at Miller + Baker in Perth, Western Australia https://t.co/7WnVTcGPVOI'm at Standby in Mt Lawley, Western Australia https://t.co/b2H2ESpyvYI'm at Ribs &amp; burgers in Subiaco, WA https://t.co/nE3o4cvPMPI'm at Standby in Mt Lawley, Western Australia https://t.co/8d6kKeY3Ww	8
Just posted a photo @ True Crime / Forensic Numerological Criminal Profiler https://t.co/eM5ectMVyo	-1
Finals time @nrl as @ssfcrabbitohs make it to the GF beating @manlyseaeagles. @nikonaustralia #mynikonlife @ Suncor… https://t.co/5EJjr84d8VSemi final game 2 - @penrithpanthers v @storm - @nrl @nikonaustralia #mynikonlife  #mynikonlifeau @ Suncorp Stadium https://t.co/sqpZxrItda	4
"Hello beautiful. 😍 We had Rosella's just before. Blessed to live here. 🙏 
#kookaburra #birdlifeatourplace 🦜… https://t.co/3px1YuTR1s"	4
Waiting for a next weekend 🐶🏆  #yieldtonone @ Brighton Bathing Boxes https://t.co/OTvgbbYAyc	3
"Thanks fellas- my delivery of gear arrived this morning 🙌❤️
Dylan Voller X PVT 
#Brokensystemsmakebrokenkids… https://t.co/tCrLANl6N3Just posted a photo @ Prahran, Victoria https://t.co/d9I3TjjJ5lBrace yourselves Victoria … we have all been warned 🥺
#washyourhands #wearamask #socialdistance #getthejab… https://t.co/QG00lpkX1nI have so many questions… but mainly Why??? 🤷‍♀️ #prahran #creepydollintree @ Prahran, Victoria https://t.co/Y6O4XuXH2H"	3
Just posted a photo @ Bird Box Pizzeria and Tapas https://t.co/faNB785Ep1	7
#sundayadventures #youseemorewhenyourun #aussiebush #bottlebrush #mymackay #ilovewhereilive #outsideisfree @ Mackay… https://t.co/iMjJjNLq6f#ilovethisplace #anotherdayinparadise #mymackay #neverstopexploring #outsideisfree @ Mackay, Queensland https://t.co/RyOBSH8QeB#birthdayadventures with @alexburrie 🤩🥳💙🏖 @ Mackay, Queensland https://t.co/ZVC9D4noI2#holiday #adventures #lastpart #carnarvongorge #seeaustralia_qld @ Carnarvon Gorge https://t.co/I3Y7LW6TKZ#holiday #adventures #partfive #carnarvongorge #seeaustralia_qld @ Carnarvon Gorge https://t.co/Gic2wLAT2n#holiday #adventures #partfour #carnarvongorge #seeaustralia_qld @ Carnarvon Gorge https://t.co/UIFE2jb8N1#holiday #adventures #partthree #carnarvongorge #seeaustralia_qld @ Carnarvon Gorge https://t.co/dX6x7adMUb#holiday #adventures #parttwo #carnarvongorge #seeaustralia_qld @ Carnarvon Gorge https://t.co/gHYSdBDl4D#holiday #adventures #partone #carnarvongorge #seeaustralia_qld #panorama @ Carnarvon Gorge https://t.co/UIo85DUmNt	5
Looking forward to the SOLD OUT @DalmoreWhisky Friday Night Flight tomorrow night! @startheatretas… https://t.co/q9K06L5kj9@startheatretas October 8th Whisky Tasting Event Tickets 🎟 🥃 are now available, a vertical tasting of Benrinnes all… https://t.co/ApKMbXgKNZSome great drams to be had at the @NewSydneyHotel Hobart Tasmania. The latest partner bar for @SMWS_Australia 🥃👌🏻… https://t.co/GrOUgUZfnlSMWS… does it get any better than this?!🤔 @NewSydneyHotel @SMWS_Australia @archierosesyd #Smws #NaturalCaskStrength… https://t.co/KzxLcdbVPONow available over the bar at The New Sydney Hotel… best Archie Rose Cask Strength Ever! 😳🥃 @NewSydneyHotel… https://t.co/i4R8s9dt4fWhisky Wednesday at New Sydney Hotel Hobart today, bargain boilermaker! @NewSydneyHotel @LarkDistillery… https://t.co/x7zYqdWqQwLaunceston Distillery Apera Cask 46% &amp; ABV Cascade Export Stout 5.8% ABV “Boilermaker”… bridging the North / South… https://t.co/mslLFX43AX	11
"Look who can sit up now! Perfect time to pose with this Yoda costume 😍 #6monthsold @ Melbourne, Victoria, Australia https://t.co/8oaa3nr65ZLlego Sienna mi sobrinita bella a la familia 🥰. Felicitaciones @maale21 y @jpreginag. 

Baby Sienna was born yester… https://t.co/igrEseQp2L"	3
Just posted a photo @ St Leonards, New South Wales https://t.co/GGtcNlRnpS20210929: I had the opprtunity to go to the CBD this evening. It’s been almost four months since I last went there.… https://t.co/ohHo3jjrfL	1
Just posted a photo @ Tahune Forest AirWalk https://t.co/0pj4PdtFWK	11
Just posted a photo @ Roma Street Parkland https://t.co/DPZk0AWRcwJust posted a photo @ Shiv Shakti Supermarket https://t.co/858sNdIRAy	4
Buenas noches 🥱 en La Serena Costa https://t.co/NCIo2Rwn8u	-1
Check out the Football West website @ Dorrien Gardens https://t.co/kOZOoVq9cLA few pics from round 22 Perth SC vs Balcatta FC all match day pics up soon on the PSC Facebook page @ Dorrien Gard… https://t.co/Xxlj34GfjmA few pics from round 22 PSC U18’s vs Balcatta good luck in your semi final against Glory on Saturday 💪💙🤍💪 @ Dorrie… https://t.co/3ysSRsB9sRA few pics from round 22 U20’s PSC vs Balcatta good luck Saturday to PSC U20’s in your semifinal 💙🤍💪 @ Dorrien Gard… https://t.co/sxuD0iP4XMJust posted a photo @ Inglewood United Soccer Club https://t.co/Gam66dJ8TwJust posted a photo @ Inglewood United Soccer Club https://t.co/ZRV2BMee1OA few pics from the perth SC v Floreat Semifinals @ Inglewood United Soccer Club https://t.co/r0KMQ5IjdUGoal @ Inglewood United Soccer Club https://t.co/7jDAV5S81sWelcome back to Perth Cameron PSC 2 goals up @ Inglewood United Soccer Club https://t.co/Rb2CoNOkCNPSC one goal up @ Inglewood United Soccer Club https://t.co/GjPZGEudmUFloreat U20’s up one @ Inglewood United Soccer Club https://t.co/lqnPfQnrqDSemifinals- U20’s action PSC vs Floreat , beautiful day for 💙🤍🤌 @ Inglewood United Soccer Club https://t.co/vS2Vm2esdXGlorious Day watching Perth Glory And Bayswater U20’s battle it out and catching a few photography tips from the ma… https://t.co/cuMR3dTmDnNPL U18’s PSC win on penalties against Perth Glory booked for the Grand Final @ Inglewood Stadium https://t.co/ZoiA8t6lbVMatch report on the Football West website https://t.co/svLNdfSsf8 @ Dorrien Gardens https://t.co/dJHVyNhbiuJust posted a photo @ Dorrien Gardens https://t.co/JgcYiuMUOSWell Done 💙🤍💙🤍🤌 @ Dorrien Gardens https://t.co/bE5pk99vChFull time 2 penalties 2 goals 1 card PSC 2 Fremantle 0 @ Dorrien Gardens https://t.co/zrqVFHFGsDSecond half about to get underway nil all PSC v Fremantle @ Dorrien Gardens https://t.co/fTfEaUFEXaLet’s talk Football “Two likely lads “ @ Dorrien Gardens https://t.co/Dce34ic3fkA few pics from from Perth v Fremantle Semifinal @ Dorrien Gardens https://t.co/3Pbn0TAeYcA few pictures from from the Perth SC vs Floreat U2’s Semi Final @ Perth, Western Australia https://t.co/jafNCeAq6sA few pics from the NPLW U23’s match Perth SC v Fremantle @ Dorrien Gardens https://t.co/oAwPTun2ZPCheck out the Football West website for the NPLW match report. https://t.co/PYw04I44cU @ Dorrien Gardens https://t.co/DylY7tEhZAJust posted a photo @ Dorrien Gardens https://t.co/OGiREpwiEXJust posted a photo @ Dorrien Gardens https://t.co/bKz57mzg2VJust posted a photo @ Dorrien Gardens https://t.co/cTSWdCicGpAnyone got a towel @ Dorrien Gardens https://t.co/r66mtbz78CU23’s into the final @ Dorrien Gardens https://t.co/HwyP8RGFrTHalftime @ Dorrien Gardens https://t.co/VfWqHJcUUJJust posted a photo @ Dorrien Gardens https://t.co/msb1mNpNBxJust posted a photo @ Dorrien Gardens https://t.co/M32l2GHXDmJust posted a photo @ Dorrien Gardens https://t.co/zJ0Lqq8ZfTCongratulations to the senior PSC Women’s TEAM on a fantastic season 💪💙🤍💙🤍💪 @ Dorrien Gardens https://t.co/xBjRQjfkLoPSC 5 Floreat 1 @ Dorrien Gardens https://t.co/Qt09OJOsBLPSC have in less time it’s takes to buy a beer at the bar scored 4 goals @ Dorrien Gardens https://t.co/BB6pIsH9lSPSC 2 nil nope sorry Sulla just made it three can’t keep up @ Dorrien Gardens https://t.co/dWa86Bcp2iJust posted a photo @ Dorrien Gardens https://t.co/1yojUTz3LaJust posted a photo @ Dorrien Gardens https://t.co/XzDA5vP5SuJust posted a photo @ Dorrien Gardens https://t.co/MA1F7d67G0Just posted a photo @ Dorrien Gardens https://t.co/0aJYy2WphjJust posted a photo @ Dorrien Gardens https://t.co/FOE6PdfwNzJust posted a photo @ Dorrien Gardens https://t.co/jf28SbZl2rPSC U23’s NPLW Top Four winners 2021 @ Dorrien Gardens https://t.co/dN25iiV7hQOne all @ Dorrien Gardens https://t.co/pIKuojZ3cuHalftime nil all @ Dorrien Gardens https://t.co/AmSz0jSPMVPerth SC 2021 Top Four Winner’s @ Dorrien Gardens https://t.co/PVfpBe5VhsMichael Domfeh @ Dorrien Gardens https://t.co/ZGJ9wsRBIxMichael Domfeh flying high @ Dorrien Gardens https://t.co/osP66i7QrbOnya Ken @ Dorrien Gardens https://t.co/47WW7rorEOMr “I can kick the ball from far far away and it still goes in the back of the net” @ Dorrien Gardens https://t.co/979J19eVVgJust posted a photo @ Dorrien Gardens https://t.co/bFFWfU5OY8A few pics from from the U23’s Final @ Dorrien Gardens https://t.co/y5cWvqNdEnJust posted a photo @ Dorrien Gardens https://t.co/Paw1TlGOGXA few pictures from the Women’s NPLW Final @ Dorrien Gardens https://t.co/1tRMtkuMG4Just posted a photo @ Dorrien Gardens https://t.co/D6yjGalxn3Just posted a photo @ Dorrien Gardens https://t.co/rxovDeTEZx💪💙🤍💙🤍🤌 @ Dorrien Gardens https://t.co/Gzj3lS1U6fNot saying anything @ Perth, Western Australia https://t.co/ts2ds2biuO	8
Romeo and 3 Juliettes 😂 Now this is a Shakespearean story I can get into👍🏾 #darwin #northernterritory #australia @… https://t.co/XvawXRnuY3Street art in Toowoomba, Australia. @ Toowoomba, Queensland https://t.co/UV1faPlkSF	13
Just posted a photo @ Frenchs Forest, New South Wales, Australia https://t.co/ezPQOQsmJqJust posted a photo @ Sydney, Australia https://t.co/zXs6jRQEo4RUOkay? I am now ♥️ @ Sydney, Australia https://t.co/KodB28LgJUJust posted a photo @ Frenchs Forest, New South Wales, Australia https://t.co/aMvEFKBqyYJust posted a photo @ Frenchs Forest, New South Wales, Australia https://t.co/cW2qkvnBEAJust posted a video @ Sydney, Australia https://t.co/hykNnIO7ImJust posted a photo @ Manly, New South Wales https://t.co/DspT7KjKtMJust posted a video @ Q Station Manly https://t.co/mYvLOtkzfaJust posted a photo @ Frenchs Forest, New South Wales, Australia https://t.co/NrFQP0ikYbJust posted a photo @ Sydney, Australia https://t.co/2kQ10chRAWJust posted a video @ Sydney, Australia https://t.co/Di3ojkOJeFFully Vaxxed 💉💉✅ @ NSW Health Centre - Sydney Olympic Park https://t.co/W1qRRlYP9MJust posted a photo @ Frenchs Forest, New South Wales, Australia https://t.co/LJ4oyRiEnSJust posted a video @ Frenchs Forest, New South Wales, Australia https://t.co/E55VKy4k3jJust posted a photo @ Sydney, Australia https://t.co/o5OC7MYeVSJust posted a video @ Frenchs Forest, New South Wales, Australia https://t.co/SmCWvlbO1xJust posted a photo @ Sydney, Australia https://t.co/kiKNtZdlx9Just posted a photo @ Sydney, Australia https://t.co/A0ZNb9KUtqJust posted a photo @ Frenchs Forest, New South Wales, Australia https://t.co/B8N2c3dXLpJust posted a video @ Sydney, Australia https://t.co/JB79yaX9FSJust posted a photo @ Frenchs Forest, New South Wales, Australia https://t.co/aFhZV2wUbtJust posted a photo @ Sydney, Australia https://t.co/xXAh84yUjUJust posted a photo @ Sydney, Australia https://t.co/ROrI8whbcEJust posted a photo @ Frenchs Forest, New South Wales, Australia https://t.co/IQHgOCIGK1279/365 APRA Run @ Sydney, Australia https://t.co/PGEsmQGREo	1
First mow, 3 weeks post surgery, coming back bigger, better, stronger #fuckcancer #radiationrepair #remission… https://t.co/BPtV4bHdLMAhhhh go on then. Cairns does look alright. The view walking pup 🐶 #FNQ @ Bayview Heights https://t.co/so2ow5AcAxSourdough has beaten me, so  back to basics today on my day off. Plain white bread 🍞 #baking @ Cairns, Queensland,… https://t.co/7C5tMK1tBe	5
Great to get my feet wet out on the harbour today. It was a treat to spend the morning on the SUP after a 15km walk… https://t.co/uSe0kb8uSOJust posted a photo @ Puckeys Estate Reserve https://t.co/l0QMrWYinb	0
Some say we just experienced and #Earthquake in #Melbourne. I'm not so sure, I think it was just a bunch of constru… https://t.co/1SOjP3AbQb	2
"New work “Walking dead”
Aerosol on Canvas 100x150cm A comment on the antivaxx evangelicals being used as pawns in t… https://t.co/iNw0ey4OOA"	1
"Just posted a photo @ Coopers Plains https://t.co/eVJMdV3FUYWelcome to the family brother.
Finally 😄 @ Sunnybank, Queensland, Australia https://t.co/QeOQl9d61CWould love to learn how to make the soba noodle 😄 @ Soba Shimbashi https://t.co/kokqVD2oQJ"	4
"#8yearsago #pinoy #artist #goldcoast #deai #wakare #shey #muslim #iroenpitsu #isshokenmei #omoideporoporo 
#awasete… https://t.co/aYwQJTWNHO"	5
Astrophotography shot from my hotel room 🌉🌌🌃 @ Four Points by Sheraton Melbourne Docklands https://t.co/DSzCITjrJr	3
#nomad #darkstouts #licqourice #beer #darrellea @ Melbourne, Victoria, Australia https://t.co/DErOG1lZ3k#dontpushme #beer #craftbeer #mrbanksbeer #cryopopbeers @ Melbourne, Victoria, Australia https://t.co/rQU0IYuPth	3
Just posted a photo @ James And The Giant Peach https://t.co/NvMTKvwJpk	1
https://t.co/XRb4zHDuaM is a theatre in Sydney, New South Wales, Australia.https://t.co/xv0pCouwpK, officially the Commonwealth of Australia, is a sovereign country comprising the mainland o… https://t.co/MXZ4bpIjTZ	1
